DateTime,Close
01-01-24,1.10438
01-01-24,1.10365
02-01-24,1.10381
02-01-24,1.10348
02-01-24,1.10187
02-01-24,1.10245
02-01-24,1.10208
02-01-24,1.10333
02-01-24,1.10286
02-01-24,1.10153
02-01-24,1.10295
02-01-24,1.1015
02-01-24,1.10075
02-01-24,1.0969
02-01-24,1.09537
02-01-24,1.09527
02-01-24,1.09631
02-01-24,1.09435
02-01-24,1.09564
02-01-24,1.09504
02-01-24,1.09467
02-01-24,1.09465
02-01-24,1.09431
02-01-24,1.09396
02-01-24,1.09404
02-01-24,1.09416
03-01-24,1.09494
03-01-24,1.09513
03-01-24,1.09522
03-01-24,1.09608
03-01-24,1.09622
03-01-24,1.09512
03-01-24,1.09586
03-01-24,1.09603
03-01-24,1.09526
03-01-24,1.09362
03-01-24,1.09279
03-01-24,1.09195
03-01-24,1.09168
03-01-24,1.09215
03-01-24,1.09183
03-01-24,1.09044
03-01-24,1.09081
03-01-24,1.09066
03-01-24,1.09054
03-01-24,1.09176
03-01-24,1.09212
03-01-24,1.09206
03-01-24,1.09206
03-01-24,1.09258
04-01-24,1.09225
04-01-24,1.09178
04-01-24,1.09193
04-01-24,1.09261
04-01-24,1.09258
04-01-24,1.09266
04-01-24,1.09324
04-01-24,1.09375
04-01-24,1.09532
04-01-24,1.09675
04-01-24,1.09555
04-01-24,1.09479
04-01-24,1.09522
04-01-24,1.0947
04-01-24,1.09453
04-01-24,1.0955
04-01-24,1.0956
04-01-24,1.09504
04-01-24,1.09469
04-01-24,1.0947
04-01-24,1.09491
04-01-24,1.09441
04-01-24,1.09463
04-01-24,1.09462
05-01-24,1.09508
05-01-24,1.09515
05-01-24,1.09469
05-01-24,1.09392
05-01-24,1.09371
05-01-24,1.09374
05-01-24,1.09276
05-01-24,1.09231
05-01-24,1.09076
05-01-24,1.09126
05-01-24,1.09127
05-01-24,1.09142
05-01-24,1.09176
05-01-24,1.0921
05-01-24,1.0949
05-01-24,1.09781
05-01-24,1.09559
05-01-24,1.09462
05-01-24,1.0954
05-01-24,1.09452
05-01-24,1.09392
05-01-24,1.09392
07-01-24,1.09444
07-01-24,1.09415
08-01-24,1.09485
08-01-24,1.09479
08-01-24,1.09371
08-01-24,1.09329
08-01-24,1.0934
08-01-24,1.09374
08-01-24,1.09457
08-01-24,1.09451
08-01-24,1.09337
08-01-24,1.09369
08-01-24,1.09424
08-01-24,1.09379
08-01-24,1.09445
08-01-24,1.09507
08-01-24,1.09603
08-01-24,1.09697
08-01-24,1.09754
08-01-24,1.09646
08-01-24,1.09553
08-01-24,1.09609
08-01-24,1.09547
08-01-24,1.09495
08-01-24,1.09501
08-01-24,1.09497
09-01-24,1.09552
09-01-24,1.09615
09-01-24,1.09626
09-01-24,1.09627
09-01-24,1.09561
09-01-24,1.09496
09-01-24,1.09501
09-01-24,1.09566
09-01-24,1.09496
09-01-24,1.0944
09-01-24,1.09353
09-01-24,1.09314
09-01-24,1.09405
09-01-24,1.09459
09-01-24,1.09455
09-01-24,1.09178
09-01-24,1.09343
09-01-24,1.09339
09-01-24,1.09241
09-01-24,1.09252
09-01-24,1.09279
09-01-24,1.09307
09-01-24,1.09282
09-01-24,1.09317
10-01-24,1.09308
10-01-24,1.09322
10-01-24,1.09337
10-01-24,1.09292
10-01-24,1.09321
10-01-24,1.09323
10-01-24,1.09246
10-01-24,1.0926
10-01-24,1.09433
10-01-24,1.09471
10-01-24,1.09492
10-01-24,1.09459
10-01-24,1.09438
10-01-24,1.09405
10-01-24,1.09399
10-01-24,1.09673
10-01-24,1.0959
10-01-24,1.09672
10-01-24,1.09695
10-01-24,1.09703
10-01-24,1.09654
10-01-24,1.09722
10-01-24,1.09716
10-01-24,1.0974
11-01-24,1.09777
11-01-24,1.09788
11-01-24,1.09781
11-01-24,1.09803
11-01-24,1.09777
11-01-24,1.09783
11-01-24,1.09857
11-01-24,1.09788
11-01-24,1.0975
11-01-24,1.09637
11-01-24,1.09689
11-01-24,1.09785
11-01-24,1.09837
11-01-24,1.09394
11-01-24,1.09542
11-01-24,1.09464
11-01-24,1.09423
11-01-24,1.09508
11-01-24,1.09647
11-01-24,1.09819
11-01-24,1.09713
11-01-24,1.09717
11-01-24,1.09724
11-01-24,1.09824
12-01-24,1.09756
12-01-24,1.09826
12-01-24,1.09796
12-01-24,1.09776
12-01-24,1.09755
12-01-24,1.09755
12-01-24,1.09752
12-01-24,1.09666
12-01-24,1.0975
12-01-24,1.09624
12-01-24,1.096
12-01-24,1.09496
12-01-24,1.09377
12-01-24,1.09552
12-01-24,1.09757
12-01-24,1.09661
12-01-24,1.09583
12-01-24,1.09496
12-01-24,1.09594
12-01-24,1.09559
12-01-24,1.09512
12-01-24,1.09483
14-01-24,1.09495
14-01-24,1.09451
15-01-24,1.09534
15-01-24,1.09547
15-01-24,1.09648
15-01-24,1.09643
15-01-24,1.09628
15-01-24,1.09639
15-01-24,1.09639
15-01-24,1.09533
15-01-24,1.09579
15-01-24,1.09466
15-01-24,1.094
15-01-24,1.09453
15-01-24,1.09538
15-01-24,1.09505
15-01-24,1.09433
15-01-24,1.09496
15-01-24,1.09472
15-01-24,1.09481
15-01-24,1.09528
15-01-24,1.09504
15-01-24,1.09517
15-01-24,1.09494
15-01-24,1.09488
15-01-24,1.09449
16-01-24,1.09196
16-01-24,1.09275
16-01-24,1.09238
16-01-24,1.09189
16-01-24,1.09175
16-01-24,1.09153
16-01-24,1.09172
16-01-24,1.09184
16-01-24,1.09046
16-01-24,1.0886
16-01-24,1.08811
16-01-24,1.08922
16-01-24,1.08862
16-01-24,1.08741
16-01-24,1.08724
16-01-24,1.08857
16-01-24,1.08809
16-01-24,1.08629
16-01-24,1.08699
16-01-24,1.08736
16-01-24,1.08714
16-01-24,1.08745
16-01-24,1.08757
16-01-24,1.08784
17-01-24,1.08779
17-01-24,1.08772
17-01-24,1.08747
17-01-24,1.08663
17-01-24,1.08709
17-01-24,1.08647
17-01-24,1.08623
17-01-24,1.08701
17-01-24,1.08667
17-01-24,1.08766
17-01-24,1.08717
17-01-24,1.08785
17-01-24,1.08743
17-01-24,1.08638
17-01-24,1.08488
17-01-24,1.0849
17-01-24,1.08572
17-01-24,1.08669
17-01-24,1.08657
17-01-24,1.08738
17-01-24,1.0881
17-01-24,1.08818
17-01-24,1.08803
17-01-24,1.0886
18-01-24,1.08938
18-01-24,1.0896
18-01-24,1.08933
18-01-24,1.08954
18-01-24,1.08941
18-01-24,1.08947
18-01-24,1.09039
18-01-24,1.08881
18-01-24,1.08797
18-01-24,1.08845
18-01-24,1.08949
18-01-24,1.08891
18-01-24,1.08774
18-01-24,1.08524
18-01-24,1.08594
18-01-24,1.08521
18-01-24,1.08618
18-01-24,1.08596
18-01-24,1.08637
18-01-24,1.08617
18-01-24,1.0869
18-01-24,1.08757
18-01-24,1.08722
18-01-24,1.08799
19-01-24,1.08798
19-01-24,1.08855
19-01-24,1.08881
19-01-24,1.08889
19-01-24,1.08864
19-01-24,1.08808
19-01-24,1.08809
19-01-24,1.08794
19-01-24,1.08771
19-01-24,1.08829
19-01-24,1.08808
19-01-24,1.08873
19-01-24,1.08826
19-01-24,1.08805
19-01-24,1.08801
19-01-24,1.08825
19-01-24,1.08866
19-01-24,1.08896
19-01-24,1.0892
19-01-24,1.08922
19-01-24,1.0895
19-01-24,1.0896
21-01-24,1.08924
